image_name,pothole_id,area_px,perimeter_px,centroid_x_px,centroid_y_px,aabb_x,aabb_y,aabb_w_px,aabb_h_px,minrect_center_x_px,minrect_center_y_px,minrect_width_px,minrect_length_px,minrect_angle_deg,area_m2,perimeter_m,aabb_w_m,aabb_h_m,minrect_width_m,minrect_length_m
114.jpg,2,3609.0,398.19090485572815,47.09928881499953,196.16149441211783,0,138,94.0,112.0,44.77527618408203,187.64044189453125,52.9998893737793,131.6517333984375,-32.0053825378418,,,,,,
115.jpg,1,5605.0,490.4751754999161,116.52934879571811,334.08751115075825,55,268,121.0,132.0,115.18986511230469,334.64794921875,57.730342864990234,167.6680450439453,-25.504140853881836,,,,,,
115.jpg,2,3634.5,349.66399359703064,372.88962259824825,203.59430458109782,332,153,68.0,103.0,377.0468444824219,206.41827392578125,59.46555709838867,105.03929901123047,-22.328655242919922,,,,,,
116.jpg,1,3849.0,355.0193327665329,261.42669091538926,157.2668658526024,226,95,76.0,126.0,263.0611877441406,157.9801788330078,41.930931091308594,137.02752685546875,-17.969139099121094,,,,,,
116.jpg,2,2952.0,370.1909053325653,47.55504742547426,218.76462285456188,7,157,83.0,115.0,44.48151397705078,214.13470458984375,43.79054641723633,132.33316040039062,-37.1847038269043,,,,,,
117.jpg,1,8476.5,573.9726482629776,150.67932912562182,332.063213983759,54,262,194.0,138.0,153.00534057617188,335.466796875,61.99005126953125,223.01260375976562,-45.31654739379883,,,,,,
117.jpg,2,4690.0,411.7056235074997,342.6158493248045,130.07309879175548,283,77,117.0,97.0,342.7144775390625,132.717529296875,58.98251724243164,137.45462036132812,-47.602561950683594,,,,,,
118.jpg,1,7475.0,525.4457376003265,59.89072463768115,143.2223188405797,0,54,123.0,178.0,56.491493225097656,145.45860290527344,61.286861419677734,201.08871459960938,-45.31654739379883,,,,,,
118.jpg,2,4686.0,415.8477580547333,253.9521624697681,342.5798477735097,211,283,97.0,117.0,251.282470703125,342.7144775390625,58.98251724243164,137.45462036132812,-47.60256576538086,,,,,,
119.jpg,1,5771.0,478.7594475746155,163.06362271125744,320.2937388089874,83,262,157.0,121.0,163.25001525878906,321.2500305175781,49.497474670410156,181.7264404296875,-45.0,,,,,,
119.jpg,2,3969.5,477.54624342918396,329.0863668807994,165.61905361716418,266,113,134.0,117.0,336.72479248046875,173.81790161132812,49.661598205566406,166.02525329589844,-52.36474609375,,,,,,
12.jpg,1,4325.5,351.1198379993439,50.19909066389242,231.3517127114399,10,181,79.0,96.0,56.81200408935547,232.71600341796875,73.36483001708984,92.08551025390625,-55.304847717285156,,,,,,
120.jpg,1,18678.5,730.8843359947205,80.94620374583968,200.34097134852013,6,102,144.0,223.0,84.32169342041016,212.79840087890625,134.6195068359375,219.36231994628906,-7.800188064575195,,,,,,
121.jpg,1,18563.5,722.7422004938126,198.0378789919286,66.48868298901967,75,0,223.0,135.0,186.36788940429688,70.71597290039062,129.86073303222656,220.7052764892578,-4.460848331451416,,,,,,
122.jpg,1,11981.5,584.3157955408096,92.70280571436518,200.13783749947837,33,121,115.0,179.0,95.44023895263672,209.78167724609375,107.25812530517578,175.7742919921875,-7.787017822265625,,,,,,
123.jpg,1,18003.5,688.8010764122009,345.68975476990585,196.24485053832123,280,75,120.0,223.0,339.5,186.0,119.0,222.0,-90.0,,,,,,
124.jpg,1,14488.5,555.7472540140152,327.88531133887795,315.8465104508173,252,250,148.0,144.0,328.53759765625,316.8288879394531,122.47386932373047,160.9339599609375,-16.238840103149414,,,,,,
125.jpg,1,14347.0,543.3624781370163,68.89139425199228,328.35384865593267,0,252,135.0,148.0,69.96342468261719,328.8292541503906,120.96813201904297,155.26104736328125,-12.094757080078125,,,,,,
126.jpg,1,11544.5,545.2030973434448,316.81429829500337,306.2181413948922,241,252,159.0,115.0,320.8587646484375,304.7799987792969,107.25812530517578,157.76243591308594,-7.787018299102783,,,,,,
127.jpg,1,25625.5,874.2224296331406,222.20186923181987,194.53114410775723,143,55,174.0,282.0,223.77230834960938,183.08114624023438,151.919189453125,279.6208190917969,-71.16156768798828,,,,,,
128.jpg,1,14499.5,650.5411894321442,195.77023345632608,182.47821189236407,91,112,212.0,131.0,187.21302795410156,181.33590698242188,114.53433990478516,210.17727661132812,-71.29479217529297,,,,,,
129.jpg,1,25661.0,883.4356323480606,204.44108439525607,242.09870360988788,63,162,282.0,175.0,215.96739196777344,243.63006591796875,152.21981811523438,279.6208190917969,-71.16156768798828,,,,,,
13.jpg,1,4465.5,339.46298360824585,50.21251819505095,108.66487515395812,9,60,81.0,95.0,46.21258544921875,111.83316040039062,78.47530364990234,86.43890380859375,-20.772254943847656,,,,,,
130.jpg,1,14502.0,651.1269756555557,231.51556107203604,195.79944145635085,172,91,131.0,212.0,232.66409301757812,187.21304321289062,114.53433990478516,210.17727661132812,-71.29479217529297,,,,,,
131.jpg,1,9305.5,519.4873684644699,196.48974620744005,173.84897820285494,113,117,170.0,106.0,189.9062957763672,173.0213623046875,91.57808685302734,168.17413330078125,-71.39993286132812,,,,,,
132.jpg,1,25681.0,868.4650698900223,136.95351946315694,204.41746167724517,43,63,175.0,282.0,135.50477600097656,215.92559814453125,152.03091430664062,279.68328857421875,-71.26402282714844,,,,,,
133.jpg,1,14499.0,651.1269758939743,203.19396740005055,246.5154608363795,97,187,212.0,131.0,211.78697204589844,247.66409301757812,114.53433990478516,210.17727661132812,-71.29479217529297,,,,,,
134.jpg,1,11686.0,540.9604558944702,188.62185521136402,337.4629613782874,112,247,131.0,153.0,189.07461547851562,338.4307861328125,114.2136459350586,160.96861267089844,-71.29479217529297,,,,,,
135.jpg,1,11691.5,540.3746691942215,61.53159702918074,173.62656630885687,0,97,153.0,131.0,60.5178108215332,174.22650146484375,114.53433990478516,160.96861267089844,-71.29479217529297,,,,,,
136.jpg,1,9197.5,510.173660159111,174.220530941379,321.54661592824135,117,237,106.0,163.0,173.67684936523438,327.14605712890625,91.57808685302734,164.06411743164062,-71.39993286132812,,,,,,
137.jpg,1,11684.0,540.9604561328888,240.36935124957208,61.536659819696446,187,0,131.0,153.0,239.92538452148438,60.569236755371094,114.2136459350586,160.96861267089844,-71.29479217529297,,,,,,
138.jpg,1,24177.0,747.3279882669449,290.38360149453337,176.510995298562,186,96,214.0,188.0,297.9212341308594,170.6171112060547,154.8943328857422,224.0851593017578,-31.849050521850586,,,,,,
139.jpg,1,15592.0,668.4995597600937,180.07291132204548,119.06998246964254,122,6,141.0,204.0,172.051025390625,107.9618911743164,121.9056396484375,208.32220458984375,-26.7541446685791,,,,,,
14.jpg,1,4332.0,351.7056245803833,173.10722530009232,348.8882733148661,124,311,95.0,79.0,174.8249053955078,342.2546081542969,73.85475158691406,93.32274627685547,-55.491477966308594,,,,,,
140.jpg,1,24184.0,744.4995610713959,202.49073078619472,290.3611961076193,96,186,188.0,214.0,208.4593963623047,297.8736572265625,155.0745086669922,224.0851593017578,-31.84905242919922,,,,,,
141.jpg,1,15591.5,666.2569192647934,279.9205229345049,195.0616682166565,190,137,204.0,141.0,290.639404296875,187.25204467773438,121.9056396484375,207.42926025390625,-26.7541446685791,,,,,,
142.jpg,1,9988.0,532.759446144104,195.9748197837405,135.1586904285142,149,45,114.0,163.0,189.9000244140625,126.29998779296875,97.04534149169922,166.8106689453125,-26.565052032470703,,,,,,
143.jpg,1,24165.0,748.1564149856567,108.64010621422166,182.53138837161183,0,76,214.0,188.0,100.85465240478516,188.52210998535156,154.8943328857422,224.61285400390625,-31.849050521850586,,,,,,
144.jpg,1,15590.0,668.499559879303,188.93663673294847,279.92577506948896,107,190,141.0,204.0,196.948974609375,291.03814697265625,121.9056396484375,208.32220458984375,-26.7541446685791,,,,,,
145.jpg,1,10991.5,564.173660159111,242.92729230162698,354.089311437626,162,285,165.0,115.0,243.72476196289062,355.0825500488281,109.3409652709961,160.0561065673828,-24.829345703125,,,,,,
146.jpg,1,9409.5,532.0904000997543,36.21458809359335,245.29321430469207,0,162,100.0,165.0,33.91477584838867,241.41256713867188,98.32830810546875,160.0561065673828,-24.829347610473633,,,,,,
147.jpg,1,7342.0,459.30360317230225,234.08408244801598,336.66164986833735,170,280,132.0,103.0,234.86911010742188,335.97723388671875,87.20084381103516,128.1376953125,-24.842390060424805,,,,,,
148.jpg,1,12808.5,538.8599520921707,271.4056160622503,123.27417990657246,208,53,135.0,141.0,274.69134521484375,123.966796875,131.65159606933594,140.4329833984375,-87.0390625,,,,,,
148.jpg,2,6958.5,395.9482651948929,214.4928744221695,340.833273454528,153,289,108.0,111.0,216.50003051757812,337.5000305175781,87.68123626708984,107.48021697998047,-45.0,,,,,,
149.jpg,1,13270.0,553.0437173843384,181.19277819643304,125.44291635267521,109,53,144.0,138.0,182.442626953125,121.13114166259766,134.35504150390625,143.2275390625,-84.80557250976562,,,,,,
149.jpg,2,3191.5,282.7523066997528,381.1444984072275,189.78301738994205,352,141,48.0,107.0,375.5,194.0,47.0,106.0,-90.0,,,,,,
15.jpg,1,4472.5,337.6639940738678,50.240953978013785,348.8924538848519,2,310,95.0,81.0,53.4910888671875,352.78912353515625,78.71946716308594,85.70587921142578,-20.85445785522461,,,,,,
150.jpg,1,12960.0,535.244727730751,125.07937242798353,336.1582047325103,53,267,138.0,133.0,122.08616638183594,332.4492492675781,133.4608917236328,134.34840393066406,-86.8201675415039,,,,,,
150.jpg,2,7164.0,399.5046138763428,183.87714033128606,113.77866182765679,137,53,110.0,115.0,181.50001525878906,117.5,89.095458984375,108.8944320678711,-45.0,,,,,,
150.jpg,3,162.5,64.04163014888763,377.7353846153846,3.776410256410256,365,0,25.0,11.0,377.0,5.0,10.0,24.0,-90.0,,,,,,
151.jpg,1,15697.0,543.445737361908,110.91754263022658,78.1012720052664,41,6,148.0,151.0,116.41089630126953,80.1694107055664,142.65049743652344,150.15585327148438,-6.952956676483154,,,,,,
151.jpg,2,10936.5,480.77669060230255,189.74472332708513,350.10983099407184,121,287,133.0,113.0,187.0,343.0,112.0,132.0,-90.0,,,,,,
152.jpg,1,15705.5,541.6883786916733,320.8557087219976,125.88530557235786,243,56,151.0,148.0,318.8232421875,131.35081481933594,142.65049743652344,150.2769012451172,-6.952957630157471,,,,,,
152.jpg,2,10936.0,480.53404998779297,48.89257193367471,204.74710436478904,0,136,113.0,133.0,56.0,202.0,112.0,132.0,-90.0,,,,,,
153.jpg,1,10072.0,436.19090485572815,140.63004699496955,102.40236960550702,85,45,119.0,121.0,145.26516723632812,103.93754577636719,114.6156234741211,120.63219451904297,-6.911227226257324,,,,,,
153.jpg,2,7572.0,422.67618584632874,204.6515231554851,323.1373701355872,148,269,108.0,106.0,205.73135375976562,319.321044921875,102.33478546142578,102.93485260009766,-81.6070785522461,,,,,,
154.jpg,1,15707.0,543.4457379579544,258.11535196621463,320.86861484263915,181,243,148.0,151.0,252.64918518066406,318.8232727050781,142.65049743652344,150.2769012451172,-6.952956676483154,,,,,,
154.jpg,2,10936.5,480.77669060230255,179.25527667291485,48.89016900592815,116,0,133.0,113.0,182.0,56.0,112.0,132.0,-90.0,,,,,,
155.jpg,1,7096.5,507.9726496934891,233.01338688085676,351.3997510509875,137,304,183.0,94.0,229.08078002929688,345.85589599609375,62.6221809387207,201.37213134765625,-71.02959442138672,,,,,,
156.jpg,1,6693.5,479.06096255779266,34.93832324892308,229.157540897886,0,137,81.0,178.0,36.54379653930664,224.92922973632812,60.356868743896484,187.66929626464844,-80.62294006347656,,,,,,
157.jpg,1,5557.5,441.60511803627014,177.71776878092666,25.380626780626777,97,0,166.0,66.0,180.58331298828125,25.681459426879883,55.564754486083984,173.1552734375,-80.9723892211914,,,,,,
158.jpg,1,4328.5,379.46298360824585,331.5824958607678,55.97246929267259,295,0,72.0,131.0,326.0,63.5,50.280216217041016,145.781005859375,-71.56504821777344,,,,,,
159.jpg,1,9936.0,622.7838313579559,149.07053475577027,127.35128153515834,47,70,216.0,118.0,157.0687255859375,125.60589599609375,80.90371704101562,215.0490264892578,-29.148073196411133,,,,,,
16.jpg,1,4322.5,352.0904002189636,348.89234625024096,284.20555234239447,311,240,79.0,95.0,345.5,280.5,73.53910827636719,91.92388153076172,-45.0,,,,,,
160.jpg,1,5616.5,462.6589410305023,145.39944805483842,237.44048784830412,102,153,89.0,162.0,144.004638671875,231.82652282714844,60.557289123535156,161.09169006347656,-29.116147994995117,,,,,,
161.jpg,1,9934.5,621.8548990488052,291.5534752629725,148.98498498498498,232,47,118.0,216.0,293.39410400390625,157.06866455078125,80.90371704101562,215.0490264892578,-29.1480712890625,,,,,,
162.jpg,1,9944.5,620.1980444192886,249.95976000134075,311.56786833593105,137,252,216.0,118.0,241.93136596679688,313.39410400390625,80.90371704101562,215.0490264892578,-29.148073196411133,,,,,,
163.jpg,1,5609.5,461.48736798763275,283.55902189737645,161.53483673530022,239,85,89.0,162.0,284.995361328125,167.17349243164062,60.557289123535156,161.09169006347656,-29.116147994995117,,,,,,
164.jpg,1,120738.5,1599.418390750885,232.8906314058896,211.06592346269002,23,0,377.0,400.0,211.0,199.5,376.0,399.0,-90.0,,,,,,
165.jpg,1,75729.5,1341.9036719799042,189.6198267077779,265.4785167383032,26,97,352.0,303.0,201.5,248.0,302.0,351.0,-90.0,,,,,,
166.jpg,1,53402.5,1050.683325767517,296.63765741304246,253.22926829268292,181,93,219.0,300.0,290.0,242.5,218.0,299.0,-90.0,,,,,,
167.jpg,1,71609.5,1233.3006380796432,138.40492066927806,169.39513612020752,0,0,329.0,338.0,129.9906005859375,169.98951721191406,273.9218444824219,369.27191162109375,-33.81640625,,,,,,
168.jpg,1,51219.0,1097.945300102234,139.78099598456302,157.88147627508022,0,0,303.0,298.0,152.59182739257812,163.47491455078125,241.84429931640625,307.5336608886719,-48.97673034667969,,,,,,
169.jpg,1,67402.0,1173.6610293388367,259.18063756762905,249.97906095763722,71,92,329.0,308.0,263.9618835449219,248.42098999023438,268.1964111328125,351.4110107421875,-35.68156051635742,,,,,,
17.jpg,1,4588.0,372.39191591739655,132.74447834931706,47.563898575995346,81,15,101.0,75.0,131.0,52.0,74.0,100.0,-90.0,,,,,,
170.jpg,1,82794.0,1372.0285617113113,213.88012617661502,230.13787432261594,8,86,392.0,282.0,203.50003051757812,226.49996948242188,280.99993896484375,390.99993896484375,-90.0,,,,,,
171.jpg,1,55127.0,1152.430582523346,217.22971804499912,238.0321802383587,46,120,354.0,227.0,225.78927612304688,228.4915771484375,223.96324157714844,355.97308349609375,-86.54668426513672,,,,,,
172.jpg,1,82788.0,1373.2001359462738,185.11031389412312,138.88334662028313,0,2,392.0,282.0,195.50003051757812,142.49996948242188,280.99993896484375,390.99993896484375,-90.0,,,,,,
173.jpg,1,38553.0,930.0142818689346,234.01664375448516,107.21227487700914,120,0,213.0,234.0,226.25787353515625,116.20035552978516,208.16014099121094,236.66696166992188,-1.1632062196731567,,,,,,
174.jpg,1,28229.5,1020.4823166131973,261.09514278798184,179.78649403401877,196,0,116.0,399.0,254.9207000732422,198.65174865722656,114.27305603027344,400.13189697265625,-3.3664605617523193,,,,,,
175.jpg,1,28259.5,1022.4823162555695,219.1625117217219,246.12578660863306,1,181,399.0,117.0,200.32461547851562,239.84307861328125,114.3237075805664,400.0497741699219,-3.1798300743103027,,,,,,
176.jpg,1,28222.0,1021.8965300321579,167.8898967708407,219.22317695414924,117,1,117.0,399.0,174.07931518554688,200.34829711914062,114.27305603027344,400.13189697265625,-3.3664605617523193,,,,,,
177.jpg,1,27876.5,1117.0508570671082,228.17706072617915,142.90967302207952,0,87,400.0,117.0,199.93927001953125,150.48243713378906,114.54841613769531,402.0785217285156,-2.290609836578369,,,,,,
178.jpg,1,27848.0,1117.2934979200363,241.08198075265727,228.2073697692234,181,0,117.0,400.0,233.517578125,199.93931579589844,114.54841613769531,402.0785217285156,-2.2906100749969482,,,,,,
179.jpg,1,20843.0,1046.867092013359,230.92603432007547,166.32599273936893,0,122,400.0,94.0,200.5902099609375,176.99179077148438,91.53163146972656,402.6124572753906,-5.19442892074585,,,,,,
18.jpg,1,4751.0,375.220342874527,257.5893145302743,47.64891601768049,206,15,105.0,75.0,263.1554260253906,52.59068298339844,72.88688659667969,102.61170196533203,-14.743562698364258,,,,,,
180.jpg,1,27876.0,1117.6366436481476,170.82845458458888,226.09266633185055,0,166,400.0,117.0,199.0606689453125,218.517578125,114.54841613769531,402.0785217285156,-2.290609836578369,,,,,,
181.jpg,1,4047.0,313.07820785045624,97.39601350794827,91.66333086236719,51,56,84.0,73.0,92.71833038330078,90.91516876220703,72.25146484375,82.6682357788086,-87.27368927001953,,,,,,
182.jpg,1,4171.0,314.10764515399933,215.09617997282825,91.69100135858706,167,55,87.0,74.0,210.0,91.5,73.0,86.0,-90.0,,,,,,
183.jpg,1,4051.5,309.17871248722076,91.65736969846559,243.12505656341273,56,206,73.0,84.0,90.93917083740234,247.33816528320312,72.28899383544922,82.5965347290039,-87.3974380493164,,,,,,
184.jpg,1,4180.5,315.17871272563934,91.67440098871745,125.58047283020372,55,88,74.0,87.0,91.5,131.0,73.0,86.0,-90.0,,,,,,
185.jpg,1,4048.0,308.93607211112976,184.94713438735178,307.37178853754943,149,271,83.0,73.0,190.0,307.0,72.0,82.0,-90.0,,,,,,
186.jpg,1,4175.0,313.0782070159912,67.13952095808384,307.3417564870259,29,271,87.0,74.0,72.0,307.5,73.0,86.0,-90.0,,,,,,
187.jpg,1,4059.5,311.1787129640579,307.39524571991626,272.6283614566654,271,226,73.0,84.0,307.0,267.5,72.0,83.0,-90.0,,,,,,
188.jpg,1,4607.5,326.83556711673737,103.76483993488877,74.78046663049376,63,31,87.0,81.0,99.5607681274414,76.62584686279297,80.86332702636719,82.63336944580078,-25.76932716369629,,,,,,
189.jpg,1,4486.0,328.24978029727936,74.79718383117847,356.4322336156933,31,310,81.0,88.0,77.34837341308594,360.09747314453125,77.08800506591797,87.48255920410156,-32.735225677490234,,,,,,
19.jpg,1,4558.5,376.4924213886261,47.576688238090014,207.86771964461994,15,160,75.0,101.0,52.0,210.0,74.0,100.0,-90.0,,,,,,
190.jpg,1,4622.0,323.76449954509735,74.8440429828357,236.76175537285445,31,192,81.0,87.0,76.47116088867188,241.2455596923828,81.0477294921875,82.99132537841797,-24.904769897460938,,,,,,
191.jpg,1,4487.5,328.4924216270447,298.1355246053853,324.28571959145773,252,288,88.0,81.0,300.6227722167969,323.00714111328125,78.79682159423828,85.63038635253906,-27.64597511291504,,,,,,
192.jpg,1,4620.0,327.4213535785675,178.55183982683982,324.27377344877345,133,288,88.0,81.0,182.7434539794922,322.60125732421875,80.75617980957031,83.83354187011719,-24.904769897460938,,,,,,
193.jpg,1,4493.0,328.2497807741165,324.32009051116546,159.42295422509088,288,119,81.0,88.0,322.8096618652344,156.7178955078125,79.37786102294922,85.54115295410156,-28.30075454711914,,,,,,
194.jpg,1,3788.5,293.52185904979706,97.50745677708856,99.5185869517399,57,59,83.0,75.0,101.35293579101562,102.91175842285156,74.94488525390625,77.00286102294922,-59.03624725341797,,,,,,
195.jpg,1,3906.5,294.5512969493866,213.11886172618284,99.57997354835956,170,58,84.0,76.0,207.99269104003906,100.22993469238281,70.48450469970703,84.23966979980469,-19.983104705810547,,,,,,
196.jpg,1,3799.5,291.86500453948975,99.56441637057507,242.99578891959467,59,201,75.0,83.0,104.02000427246094,241.1400146484375,74.60000610351562,76.60000610351562,-53.13010025024414,,,,,,
197.jpg,1,3915.0,294.7939374446869,99.57143465304384,127.50178799489144,58,87,76.0,85.0,103.71952056884766,125.4756088256836,72.93315124511719,82.30357360839844,-51.34019088745117,,,,,,
198.jpg,1,3779.5,298.69343161582947,184.76487189663533,299.51598535961546,143,266,83.0,75.0,181.80767822265625,295.5384521484375,74.88452911376953,76.82598114013672,-56.309932708740234,,,,,,
199.jpg,1,3909.5,295.5218586921692,69.14827130494095,299.4622927058021,29,266,85.0,76.0,67.04878997802734,294.93902587890625,72.46463012695312,82.30357360839844,-51.34019088745117,,,,,,
2.jpg,1,4452.5,348.291410446167,356.3535092644582,278.5671720007486,314,235,77.0,94.0,350.3276062011719,278.5689697265625,72.56719207763672,94.5073013305664,-78.11134338378906,,,,,,
20.jpg,1,4733.0,375.90663492679596,47.76987816043383,83.01257130783858,15,31,75.0,104.0,52.71372604370117,77.31217193603516,72.88688659667969,102.15360260009766,-14.743563652038574,,,,,,
200.jpg,1,3798.0,293.76449978351593,299.50443215727574,272.6461295418641,266,232,75.0,83.0,296.13238525390625,276.7794189453125,74.43038940429688,77.68885803222656,-59.0362434387207,,,,,,
201.jpg,1,3471.0,306.93607234954834,158.8432728320369,121.214827619322,113,92,87.0,64.0,158.51039123535156,125.1639175415039,61.25929260253906,85.80166625976562,-14.931417465209961,,,,,,
202.jpg,1,3641.0,310.5929265022278,271.90639018584636,121.25002288748512,225,92,90.0,64.0,273.29241943359375,124.77357482910156,59.61448287963867,90.79533386230469,-15.945394515991211,,,,,,
203.jpg,1,3458.5,302.2081503868103,121.22673606091271,181.9269432798419,92,142,64.0,87.0,125.22201538085938,182.2074737548828,61.00162887573242,86.31698608398438,-14.931417465209961,,,,,,
204.jpg,1,3617.0,312.93607211112976,121.31817344023592,68.87337572573956,92,27,64.0,90.0,124.81132507324219,67.3396224975586,59.33976364135742,90.93269348144531,-15.945395469665527,,,,,,
205.jpg,1,3479.0,305.2792179584503,123.50119766216345,277.77848040624696,84,244,87.0,64.0,123.83196258544922,273.74481201171875,61.25929260253906,87.02555847167969,-14.931417465209961,,,,,,
206.jpg,1,2397.5,243.43859839439392,22.174417796315606,274.86131386861314,0,244,58.0,64.0,28.499996185302734,275.5,56.99999237060547,62.99999237060547,-90.0,,,,,,
207.jpg,1,3470.5,304.6934314966202,277.78053114344715,333.9081784565144,244,288,64.0,87.0,273.7448425292969,333.6680908203125,61.00162887573242,86.059326171875,-14.931417465209961,,,,,,
208.jpg,1,3966.5,318.00713980197906,103.19530232362703,93.9707970923148,64,59,84.0,74.0,101.85345458984375,89.99139404296875,73.40030670166016,79.0464859008789,-23.198591232299805,,,,,,
209.jpg,1,4135.5,322.0071403980255,218.90597670575906,94.01112320154758,177,58,87.0,75.0,217.87538146972656,89.91761779785156,70.3001480102539,87.75279998779297,-21.54097557067871,,,,,,
21.jpg,1,4583.0,371.0782080888748,149.5100370936068,351.429885809877,102,310,101.0,75.0,152.0,347.0,74.0,100.0,-90.0,,,,,,
210.jpg,1,3962.0,318.10764491558075,94.04568399798082,237.4764008076729,59,193,74.0,86.0,90.35742950439453,239.374267578125,73.283935546875,80.01763153076172,-24.14554214477539,,,,,,
211.jpg,1,4122.0,323.27921772003174,93.99142810933203,121.74474365194888,58,78,75.0,87.0,89.96550750732422,122.91378784179688,69.82144927978516,87.4625015258789,-21.801408767700195,,,,,,
212.jpg,1,3973.5,325.32084822654724,179.1609412356864,305.0251667295835,135,267,85.0,74.0,180.48452758789062,308.8402099609375,72.80032348632812,80.00927734375,-23.962488174438477,,,,,,
213.jpg,1,4139.5,323.86500442028046,63.41108024318556,304.89656560776257,19,267,87.0,75.0,64.05660247802734,307.6981201171875,72.25165557861328,84.61409759521484,-15.945396423339844,,,,,,
214.jpg,1,3959.0,312.93607199192047,304.9968005388566,278.2770059779405,267,239,74.0,84.0,308.82183837890625,276.8067932128906,72.95722961425781,78.88609313964844,-23.38521957397461,,,,,,
215.jpg,1,3606.5,304.9777035713196,186.06095475761356,155.19520310550396,132,121,106.0,67.0,185.4295196533203,153.87542724609375,61.49706268310547,93.7916030883789,-66.37062072753906,,,,,,
216.jpg,1,3734.5,307.3208487033844,292.5941446869282,155.24001428125138,238,121,109.0,68.0,292.3838806152344,154.12181091308594,66.4243392944336,94.26082611083984,-64.79887390136719,,,,,,
